label,area,y,x,mean_intensity,frame,track_id
40197,1087.0,756.3615455381785,591.1343146274149,9816.551977920884,15,18.0
41842,1331.0,772.7648384673178,59.28174305033809,15741.788129226146,15,14.0
42958,1678.0,806.7550655542312,179.77294398092968,9976.9821215733,15,17.0
43451,4162.0,806.5941854877462,903.011052378664,10255.807784718883,15,6.0
1,17531.0,43.110261821915465,427.6822200673093,10943.704295248415,16,0.0
2549,5500.0,120.10490909090908,870.0949090909091,12764.253090909093,16,1.0
25978,6171.0,522.9188138065143,382.2421001458434,12104.4316966456,16,4.0
27291,2325.0,495.7161290322581,101.56,10412.8688172043,16,2.0
44343,3139.0,784.2777954762663,267.5702453010513,11112.553042370182,16,8.0
46319,1440.0,783.0215277777778,63.49097222222223,15085.866666666669,16,14.0
46361,684.0,771.6944444444445,619.0058479532164,9856.0,16,18.0
47052,1784.0,802.228139013453,177.6121076233184,10332.125560538116,16,17.0
48216,3748.0,807.0416221985058,919.6176627534684,10450.100320170755,16,6.0
49474,767.0,820.7053455019557,126.9947848761408,11584.750977835723,16,19.0
1,17015.0,39.018571848369085,438.3047898912724,10905.584954451951,17,0.0
2156,5448.0,115.53102055800294,867.6136196769456,12730.784140969165,17,1.0
25347,6077.0,512.4816521309857,376.6154352476551,12075.516208655588,17,4.0
27421,2354.0,498.3993203058624,95.76677994902292,10343.53101104503,17,2.0
46064,2987.0,787.2718446601941,267.18680950786745,11088.819551389352,17,8.0
46150,872.0,765.2866972477065,613.769495412844,9933.504587155963,17,18.0
46437,1710.0,776.1637426900585,52.7327485380117,13899.00350877193,17,14.0
47108,3912.0,796.7799079754601,151.11528629856852,10787.010224948875,17,17.0
48840,3415.0,807.2213762811127,932.6234260614934,10521.187701317716,17,6.0
1,17492.0,34.98330665447062,442.6714498056255,10793.842213583352,18,0.0
1744,5487.0,113.48387096774194,868.808456351376,12576.61235647895,18,1.0
24242,6393.0,509.2300954168622,373.8545283904271,11874.507742843736,18,4.0
26820,2246.0,496.1019590382903,91.7373107747106,10394.215494211932,18,2.0
43590,3138.0,781.561822817081,269.9949012109624,11039.163798597832,18,8.0
44884,1547.0,769.0071105365223,103.56367162249516,11436.431803490626,18,14.0
45654,765.0,766.4418300653595,612.0823529411765,9865.871895424836,18,18.0
45932,2001.0,774.7056471764118,52.32283858070964,12008.33183408296,18,20.0
45940,2819.0,793.8403689251508,183.5895707697765,10268.333451578574,18,17.0
47838,2572.0,805.3845256609642,960.7566096423016,10944.497667185067,18,6.0
1,17814.0,32.57971258560683,451.4324127091052,10873.561917592904,19,0.0
1625,6093.0,103.830789430494,864.8163466272772,12650.299031675691,19,1.0
22644,6934.0,495.7202192096914,366.2679550043265,11989.062590135563,19,4.0
27049,2373.0,498.4955752212389,86.30299199325748,10666.019384745048,19,2.0
40762,6689.0,781.5301240843175,231.38182089998503,10843.660935864851,19,8.0
42138,1414.0,747.6032531824611,104.31541725601132,11844.79773691655,19,14.0
42488,2462.0,765.4699431356621,46.312753858651504,11611.91876523152,19,20.0
43246,901.0,768.2053274139845,616.4472807991121,10000.195338512764,19,18.0
46086,2027.0,811.3650715342872,964.4829797730636,11029.849037987173,19,6.0
1,19202.0,28.10738464743256,465.4192792417456,10335.190084366212,20,0.0
884,6145.0,101.1879576891782,862.3370219690805,12112.320260374288,20,1.0
20747,7091.0,486.1631645748132,362.6182484839938,11486.38894373149,20,4.0
26809,2316.0,502.6804835924007,78.21891191709845,10244.863557858376,20,2.0
35046,1437.0,673.4516353514266,100.3500347947112,10793.686847599163,20,14.0
36657,3829.0,749.2392269522069,277.43562287803604,10834.90415252024,20,8.0
39482,2332.0,748.1779588336192,37.52358490566038,11517.255574614066,20,20.0
40374,1320.0,773.7719696969697,625.0613636363636,9664.0,20,18.0
40469,3898.0,785.663930220626,189.4135454079015,10281.506413545409,20,21.0
42747,2368.0,810.3606418918919,957.5253378378378,10258.162162162162,20,6.0
1,17650.0,28.11773371104816,461.0320679886685,10580.646798866856,21,0.0
1574,5739.0,103.5502700818958,856.8051925422548,12698.74194110472,21,1.0
21220,6442.0,470.9501707544241,355.9126047811239,12001.003415088482,21,4.0
28658,2247.0,504.4272363150868,74.05963506898087,10495.886070315975,21,2.0
35626,1659.0,619.2380952380952,68.01084990958408,10541.058468957202,21,14.0
38664,3670.0,733.1980926430517,279.3910081743869,11199.686103542232,21,8.0
42579,2346.0,762.4138959931798,41.69650468883206,11759.522591645356,21,20.0
44517,3556.0,790.287120359955,198.1375140607424,10737.745781777276,21,21.0
45090,840.0,782.0357142857143,636.2892857142857,9968.761904761905,21,18.0
46627,2157.0,809.7190542420028,956.9837737598516,10344.797403801576,21,6.0
1,19511.0,29.256265696273896,467.8514684024397,10341.161396135512,22,0.0
1354,7064.0,101.2140430351076,851.876557191393,11999.8550396376,22,1.0
17801,7140.0,463.52717086834735,355.07254901960783,11777.54173669468,22,4.0
25295,2709.0,502.46327057954966,74.94721299372462,10218.170542635658,22,2.0
31513,1669.0,630.1210305572199,26.10904733373277,10655.213900539246,22,14.0
32514,4698.0,712.9942528735633,286.1306939123031,10834.3908045977,22,8.0
37280,2047.0,773.8729848558867,41.63263312164143,12538.872496336102,22,20.0
37795,4286.0,784.4034064395707,199.07209519365367,10518.577694820346,22,21.0
37912,1475.0,772.4040677966102,623.391186440678,9612.583050847456,22,18.0
40124,2090.0,809.5435406698565,961.3631578947368,10049.408612440193,22,6.0
1,15962.0,20.724282671344444,475.3595414108508,10032.547299837111,23,0.0
404,2799.0,63.69239013933548,417.1289746337978,10818.400857449087,23,22.0
1170,6676.0,102.24325943678848,849.1235769922109,11768.714200119832,23,1.0
10691,1171.0,226.50213492741247,977.3450042698548,10861.96413321947,23,23.0
16568,7403.0,455.4282047818452,351.9057138997704,11327.524517087668,23,4.0
25733,2487.0,502.0812223562525,72.01970245275432,10054.407720144753,23,2.0
31575,1440.0,620.9138888888889,13.781944444444443,11366.933333333332,23,14.0
31931,4569.0,687.1470781352593,293.3928649595097,10595.004596191728,23,8.0
36959,1861.0,734.2955400322408,48.89145620634068,13261.652874798496,23,20.0
37804,4330.0,778.8122401847575,199.38290993071595,10247.449422632795,23,21.0
37866,1310.0,758.9992366412214,601.2213740458016,9541.764885496184,23,18.0
41676,1490.0,814.4134228187919,962.6174496644296,9889.159731543625,23,6.0
1,13598.0,20.148404177084867,481.7752610678041,10313.102515075749,24,0.0
1041,3043.0,67.41406506736773,406.7804797896813,11065.038448899111,24,22.0
1822,6644.0,103.10310054184228,844.5742022877785,12129.521974714027,24,1.0
11625,1588.0,250.76637279596977,976.824307304786,10980.916876574309,24,23.0
16689,7163.0,450.9117688119503,347.88356833728886,11842.76085439062,24,4.0
28464,2679.0,505.6088092571855,64.24113475177305,10362.50541246734,24,2.0
32099,788.0,567.2664974619289,8.777918781725889,11127.878172588831,24,14.0
34585,3795.0,655.6218708827405,300.4505928853755,11180.15072463768,24,8.0
41139,1492.0,711.5207774798928,60.0402144772118,15377.844504021448,24,20.0
42834,4232.0,777.1613894139887,205.10373345935727,10635.372400756143,24,21.0
44368,825.0,770.939393939394,621.5466666666666,9920.69818181818,24,18.0
48155,730.0,821.5068493150685,963.2561643835616,9954.19178082192,24,6.0
1,12542.0,11.23050550151491,502.0519853292936,10250.409822994738,25,0.0
1267,2805.0,67.25775401069518,407.8395721925133,11329.254901960783,25,22.0
1885,6501.0,104.19458544839256,842.3724042455007,12237.241039840024,25,1.0
4984,646.0,140.843653250774,184.5433436532508,11415.38080495356,25,24.0
14409,1439.0,275.92355802640725,970.4690757470464,11394.57956914524,25,23.0
15806,6598.0,435.5377387086996,340.262503789027,11927.046983934526,25,4.0
27995,3198.0,512.7145090681676,55.669793621013135,10430.358974358976,25,2.0
32399,3849.0,629.7165497531827,311.82540919719406,11245.909067290206,25,8.0
41270,1421.0,720.9415904292752,60.36242083040113,15095.532723434202,25,20.0
42855,4245.0,776.6459363957597,208.3389870435807,10623.065253239103,25,21.0
1,13646.0,14.777810347354537,497.73178953539497,10269.472079730323,26,0.0
1754,2328.0,68.52491408934708,397.84235395189006,11697.594501718211,26,22.0
1796,6485.0,104.726599845798,837.0144949884349,12184.57363145721,26,1.0
14528,1791.0,298.45505304299274,958.8174204355108,10949.538805136795,26,23.0
16517,7000.0,447.7488571428572,350.2672857142857,11748.900571428572,26,4.0
28295,2208.0,510.4701086956522,70.66576086956522,10249.391304347826,26,2.0
31751,3846.0,610.263130525221,320.28653146125845,11292.755070202807,26,8.0
41187,2068.0,748.5522243713733,52.20793036750484,12753.083172147002,26,20.0
42589,4051.0,773.1414465564059,212.0841767464824,10523.805480128363,26,21.0
44722,627.0,779.665071770335,640.304625199362,9850.079744816589,26,25.0
1,11872.0,8.006654312668463,538.8954683288409,10084.636118598382,27,0.0
1722,2191.0,68.59516202647193,387.9949794614332,12183.543587403012,27,22.0
1770,6480.0,106.520987654321,830.1433641975309,12510.735802469137,27,1.0
3304,524.0,81.2442748091603,531.1374045801526,9882.870229007634,27,26.0
14533,11055.0,494.981999095432,338.1308005427408,11821.734961555858,27,4.0
17228,1777.0,339.4518851997749,938.8289251547552,11270.915025323578,27,23.0
27696,2437.0,509.16331555190806,71.61427985227739,10325.29831760361,27,2.0
39923,1999.0,761.055527763882,46.97448724362181,13140.522261130563,27,20.0
41222,4612.0,769.571986123157,209.7794882914137,10637.932350390289,27,21.0
44629,573.0,783.0034904013961,644.8499127399651,9807.97207678883,27,25.0
1,14340.0,9.62831241283124,531.5734309623431,9753.064435146443,28,0.0
1692,6815.0,108.37696258253852,825.5925165077036,12163.62494497432,28,1.0
2183,2092.0,73.53824091778203,372.9598470363289,11931.288718929254,28,22.0
2645,760.0,81.9421052631579,539.2592105263158,9630.652631578949,28,26.0
12434,12063.0,490.6005968664512,343.7144988808754,11319.176987482384,28,4.0
17331,2216.0,365.9417870036101,921.731498194946,10672.750902527076,28,23.0
24674,2408.0,507.7711794019934,72.87416943521595,10077.129568106311,28,2.0
24910,751.0,509.3595206391478,650.3222370173103,9302.242343541944,28,27.0
32851,1362.0,683.5748898678414,66.70117474302496,15791.741556534507,28,20.0
35744,4709.0,764.4788702484603,203.591420683797,10295.396899554044,28,21.0
37619,1181.0,783.303132938188,638.9703640982218,9519.471634208296,28,25.0
1,11701.0,7.772241688744551,529.7702760447825,10005.900350397402,29,0.0
2367,6335.0,115.1993685872139,822.5062352012628,12697.15548539858,29,1.0
2741,1640.0,73.82621951219512,348.4573170731707,12891.160975609757,29,22.0
3112,771.0,80.39948119325551,531.798962386511,9893.686121919583,29,26.0
14253,10516.0,484.9243058197033,341.5466907569418,11935.087105363256,29,4.0
19386,1963.0,369.5603667855323,914.524197656648,11020.78043810494,29,23.0
28374,2401.0,509.8150770512286,72.05414410662225,10302.907122032486,29,2.0
37943,1721.0,683.7129575828006,66.3916327716444,14503.493317838464,29,20.0
41246,4435.0,759.0547914317925,198.88297632469,10648.214656144306,29,21.0
1,12444.0,10.000883960141431,542.1309868209579,9972.17100610736,30,0.0
2476,745.0,77.44161073825504,541.9315436241611,9900.155704697989,30,26.0
2659,1530.0,73.17320261437908,339.3411764705882,13248.920261437908,30,22.0
2771,6438.0,119.78813296054676,821.7067412239826,12561.257533395465,30,1.0
13705,10498.0,473.988569251286,338.4358925509621,11927.337016574586,30,4.0
19956,2310.0,396.0017316017316,891.778354978355,10806.413852813852,30,23.0
28124,2486.0,509.0703942075624,69.59493161705551,10311.980691874498,30,2.0
37700,2102.0,689.5371075166508,63.0499524262607,13131.509039010469,30,20.0
41568,4250.0,760.4334117647059,197.00164705882352,10656.768,30,21.0
1,12674.0,8.858450370837936,530.0427647151649,9946.369575508916,31,0.0
2354,1391.0,72.27174694464414,325.13443565780017,13228.997843278215,31,22.0
2995,879.0,75.69397042093289,518.9783845278725,9969.14675767918,31,26.0
3016,6436.0,120.76911124922312,824.0312305779987,12409.83467992542,31,1.0
16129,10296.0,480.0816822066822,343.4340520590521,11773.463869463869,31,4.0
22795,1781.0,424.5946097697922,868.670971364402,11454.02358225716,31,23.0
28133,2351.0,509.2628668651637,68.58868566567418,10244.246703530413,31,2.0
37547,1923.0,690.0202808112324,63.90379615184607,13439.933437337491,31,20.0
41836,4312.0,758.1843692022263,194.29939703153988,10653.981447124304,31,21.0
1,13308.0,12.56605049594229,535.9265103697024,10009.546137661557,32,0.0
1734,1382.0,65.72793053545585,325.8031837916064,13946.442836468888,32,22.0
2493,537.0,69.42644320297951,565.5270018621974,9924.886405959032,32,26.0
3135,6556.0,124.3015558267236,824.6334655277608,12593.395973154362,32,1.0
15103,10805.0,474.2209162424803,338.45053216103656,11921.046922720963,32,4.0
22931,2090.0,439.855980861244,853.3062200956938,11279.433492822967,32,23.0
27944,2332.0,510.7650085763293,63.55874785591767,10291.3756432247,32,2.0
36574,2082.0,681.9121037463977,71.41210374639769,13315.073967339096,32,20.0
40577,4400.0,756.1977272727273,190.2747727272728,10739.14181818182,32,21.0
42672,803.0,780.4931506849315,636.2702366127023,9842.769613947696,32,28.0
1,13525.0,12.093012939001849,542.0280961182995,9943.53212569316,33,0.0
1411,1361.0,62.25128581925055,326.1998530492285,13469.813372520206,33,22.0
2577,562.0,69.80071174377224,571.4377224199288,10039.572953736655,33,26.0
3190,6692.0,123.69515839808729,823.3151524208009,12176.258218768678,33,1.0
16465,10571.0,482.05108315201966,338.5096017406111,11638.809573361084,33,4.0
23774,1979.0,442.6973218797372,846.0813542193026,11164.65285497726,33,23.0
28556,2178.0,513.4990817263545,53.60651974288338,10176.293847566574,33,2.0
37413,2135.0,692.8018735362998,69.50819672131148,12647.11943793911,33,20.0
41789,3949.0,754.0488731324386,186.471005317802,10641.405925550773,33,21.0
45064,643.0,792.2068429237947,651.4494556765163,9784.136858475897,33,28.0
45654,662.0,811.4138972809668,480.3867069486405,9850.586102719031,33,29.0
1,13880.0,13.380331412103748,546.2162824207493,10014.782708933715,34,0.0
932,1749.0,57.44596912521441,329.5094339622641,12387.092052601489,34,22.0
2344,741.0,70.58974358974359,576.2914979757085,9959.816464237518,34,26.0
3190,7532.0,126.02642060541687,819.2745618693574,11915.488050982474,34,1.0
14414,11065.0,493.4790781744239,339.23859014911886,11780.11821057388,34,4.0
23071,2180.0,449.908256880734,834.0880733944954,11135.530275229356,34,23.0
27906,2260.0,518.1553097345133,46.85973451327433,10170.33628318584,34,2.0
36429,2691.0,712.2296544035675,67.28799702712746,12085.178743961353,34,20.0
40750,4170.0,753.6002398081534,180.03764988009593,10692.757793764988,34,21.0
42969,1605.0,794.0753894080997,487.6766355140187,9916.371339563862,34,29.0
43449,524.0,787.0973282442748,658.6431297709923,9821.801526717558,34,28.0
1,13948.0,14.73888729566963,558.9169773444221,10015.201605965012,35,0.0
918,1698.0,56.19552414605418,316.2420494699647,12517.31448763251,35,22.0
2344,838.0,71.4474940334129,564.7649164677804,9947.952267303102,35,26.0
3318,7636.0,128.30657412257727,813.4857255107386,11945.571503404924,35,1.0
15536,10937.0,492.56907744354027,337.9108530675688,11815.697906189997,35,4.0
23960,2213.0,456.3831902394939,828.229100768188,11196.211477632174,35,23.0
28834,1942.0,516.5205973223481,36.53450051493306,10249.359423274977,35,2.0
38465,2601.0,732.8492887351019,58.57477893118031,11988.79200307574,35,20.0
42185,4214.0,754.6134314190792,172.89606074988134,10812.14238253441,35,21.0
43942,1905.0,792.007874015748,487.3002624671916,10110.051443569551,35,29.0
1,14173.0,12.643406477104351,543.3812178085092,9760.115148521838,36,0.0
773,1552.0,54.64819587628866,308.1894329896907,12461.690721649484,36,22.0
3738,8151.0,131.3018034596982,804.9835602993497,11373.39124033861,36,1.0
13399,10380.0,495.7378612716763,335.5850674373796,11381.98689788054,36,4.0
23581,2221.0,469.31292210715895,814.6316974335884,10811.13012156686,36,23.0
28297,1445.0,522.5301038062283,29.20069204152249,9971.598615916955,36,2.0
40698,6006.0,764.7497502497503,124.32051282051282,10989.202797202795,36,21.0
41950,2537.0,787.9030350808041,488.0055183287348,10277.133622388648,36,29.0
2,12941.0,10.840197820879377,561.5925353527548,9773.518584344332,37,0.0
130,1591.0,50.72784412319296,300.99371464487746,12294.436203645506,37,22.0
3085,821.0,81.64190012180268,543.6029232643118,9750.45066991474,37,30.0
3867,8185.0,133.97116676847892,799.8080635308492,11434.927306047648,37,1.0
15996,6710.0,427.1640834575261,331.8639344262295,11454.95081967213,37,4.0
24394,2316.0,476.0056131260794,803.1977547495683,10907.523316062176,37,23.0
29895,1010.0,524.4891089108911,25.54059405940594,10022.780198019802,37,2.0
30818,4343.0,615.6859313838361,311.1848952337094,10907.380151968686,37,31.0
43015,3723.0,757.2892828364222,163.70373354821382,10635.861402095084,37,21.0
43159,3484.0,776.8045350172216,490.0832376578645,10241.24913892078,37,29.0
47169,769.0,817.0793237971392,24.75422626788036,20344.84265279584,37,32.0
1,15199.0,15.800973748272911,532.1858674912824,9997.71037568261,38,0.0
3535,663.0,91.93363499245852,553.6802413273001,9792.868778280545,38,30.0
3805,7554.0,135.56566057717765,798.3551760656605,11508.511517077046,38,1.0
13034,6844.0,417.2571595558153,326.5885447106955,11246.344827586208,38,4.0
26068,2175.0,484.13011494252873,794.1816091954023,10843.924597701149,38,23.0
32710,4002.0,632.9662668665667,303.25912043978013,10800.295852073965,38,31.0
43172,3436.0,755.9228754365541,160.46129220023283,10582.500582072176,38,21.0
44128,3191.0,780.1739266687558,484.3932936383579,10257.970542149797,38,29.0
47525,796.0,814.9108040201005,24.30276381909548,19520.9648241206,38,32.0
1,23671.0,55.85175953698619,626.3503020573697,10165.885344936842,39,33.0
50,1676.0,49.46062052505967,300.1145584725537,11648.305489260145,39,34.0
3181,798.0,91.36340852130326,542.5714285714286,9580.751879699248,39,30.0
17336,6949.0,418.81148366671465,324.111670743992,11031.688012663692,39,4.0
23970,2567.0,487.1655629139073,789.0603817686015,10467.976626412154,39,23.0
31556,4416.0,641.1560235507246,296.91213768115944,10540.753623188406,39,31.0
